CarrierCode,AgentCode,StatementDate,PolicyNumber,TransactionType,WrittenPremium,CommissionPercent,CommissionAmount,DueDate,ReversalIndicator
HART,120074,2025-04-30,UNP5398628,New,1367.17,0.0983,134.39,2025-05-15,False
TRAV,120278,2025-04-30,TTF7963264,Renewal,202.59,0.1445,29.27,2025-05-15,False
LIBM,120224,2025-04-30,KPK1073943,Renewal,2792.43,0.0933,260.53,2025-05-15,False
TRAV,120028,2025-04-30,NZJ3595328,Renewal,13150.97,0.1095,1440.03,2025-05-15,False
ALLS,120029,2025-04-30,CKT0378274,Renewal,2108.51,0.1826,385.01,2025-05-15,False
GEIC,120157,2025-04-30,WMY1008011,New,3506.59,0.0888,311.39,2025-05-15,False
GEIC,120039,2025-04-30,VXD8737617,Renewal,5243.5,0.1461,766.08,2025-05-15,False
FARM,120083,2025-04-30,GGE7855554,New,799.26,0.1377,110.06,2025-05-15,False
TRAV,120123,2025-04-30,UBH8473744,New,4000.0,0.1173,469.2,2025-05-15,False
TRAV,120174,2025-04-30,UCL5784383,Renewal,217.04,0.1566,33.99,2025-05-15,False
CHUB,120289,2025-04-30,URB8387203,New,1687.24,0.091,153.54,2025-05-15,False
PRGS,120122,2025-04-30,WXZ6392015,Renewal,2385.07,0.1492,355.85,2025-05-15,False
CHUB,120209,2025-04-30,GYY7813520,New,1721.34,0.1184,203.81,2025-05-15,False
ALLS,120273,2025-04-30,VZT7390290,Renewal,1771.35,0.0921,163.14,2025-05-15,False
NATI,120044,2025-04-30,DBC6237546,Renewal,628.07,0.1293,81.21,2025-05-15,False
ALLS,120166,2025-04-30,YWX1488163,New,1286.71,0.0775,99.72,2025-05-15,False
PRGS,120174,2025-04-30,HPC0889932,Renewal,1386.35,0.1226,169.97,2025-05-15,False
TRAV,120184,2025-04-30,UGU1916443,Renewal,3111.66,0.1081,336.37,2025-05-15,False
PRGS,120216,2025-04-30,BAK3481827,Renewal,6519.73,0.0814,530.71,2025-05-15,False
GEIC,120074,2025-04-30,PLS1190974,Renewal,18627.33,0.1129,2103.03,2025-05-15,False
NATI,120259,2025-04-30,ACD6849585,Renewal,3346.34,0.1235,413.27,2025-05-15,False
TRAV,120255,2025-04-30,WXW1707784,Renewal,1991.5,0.1269,252.72,2025-05-15,False
PRGS,120010,2025-04-30,HPW3996660,New,1438.25,0.1221,175.61,2025-05-15,False
GEIC,120167,2025-04-30,CKN1037964,Renewal,7391.22,0.1201,887.69,2025-05-15,False
GEIC,120167,2026-06-30,CKN1037964,Audit,763.34,0.1201,91.68,2026-07-15,False
PRGS,120028,2025-04-30,SNJ1033609,Renewal,2392.86,0.08,191.43,2025-05-15,False
HART,120061,2025-04-30,NSG3937284,Renewal,1732.84,0.1311,227.18,2025-05-15,False
LIBM,120075,2026-02-28,MLA5089916,Endorsement,-41.7,0.1473,-6.14,2026-03-15,True
ALLS,120282,2025-04-30,WMN6799142,Renewal,5333.63,0.0919,490.16,2025-05-15,False
CHUB,120063,2025-04-30,BMA0752675,Renewal,1256.98,0.1137,142.92,2025-05-15,False
TRAV,120158,2025-04-30,TJR1304265,Renewal,20243.81,0.1113,2253.14,2025-05-15,False
FARM,120213,2025-04-30,ZGY1930839,Renewal,2000.0,0.0891,178.2,2025-05-15,False
TRAV,120020,2025-04-30,RJG3393061,Renewal,1336.35,0.1012,135.24,2025-05-15,False
CHUB,120260,2025-04-30,JDJ6161450,Renewal,742.27,0.1048,77.79,2025-05-15,False
FARM,120003,2025-04-30,MHY4277647,Renewal,3160.06,0.1156,365.3,2025-05-15,False
ALLS,120037,2025-04-30,BGH2007765,New,1181.47,0.0824,97.35,2025-05-15,False
NATI,120089,2025-12-31,JPS4782507,Endorsement,-42.09,0.134,-5.64,2026-01-15,True
GEIC,120247,2026-02-28,AKT6325580,Endorsement,29.03,0.1625,4.72,2026-03-15,False
HART,120260,2025-04-30,WPJ8194182,Renewal,3781.32,0.19,718.45,2025-05-15,False
HART,120038,2025-04-30,TMN8039328,Renewal,8699.85,0.1321,1149.25,2025-05-15,False
TRAV,120286,2025-04-30,JTK0791642,Renewal,5424.5,0.092,499.05,2025-05-15,False
AMFA,120078,2025-04-30,SCJ3494299,New,1658.07,0.06,99.48,2025-05-15,False
PRGS,120174,2025-04-30,MCH3195808,New,1251.19,0.0901,112.73,2025-05-15,False
AMFA,120163,2025-04-30,DKD5039345,Renewal,2000.0,0.0844,168.8,2025-05-15,False
NATI,120060,2025-04-30,DAM6648966,Renewal,1226.85,0.0725,88.95,2025-05-15,False
HART,120198,2025-04-30,YUY8899232,Renewal,2508.48,0.0985,247.09,2025-05-15,False
TRAV,120204,2025-04-30,WRC0591343,Renewal,3424.37,0.1192,408.18,2025-05-15,False
AMFA,120295,2025-04-30,YEU8875375,Renewal,8466.87,0.0818,692.59,2025-05-15,False
GEIC,120227,2025-04-30,RTG6779265,Renewal,1162.12,0.0934,108.54,2025-05-15,False
TRAV,120292,2025-04-30,RTG5553220,New,1225.15,0.1215,148.86,2025-05-15,False
TRAV,120291,2025-04-30,FMA6591161,New,3125.31,0.1228,383.79,2025-05-15,False
HART,120180,2025-04-30,CGR4461985,Renewal,6594.55,0.1089,718.15,2025-05-15,False
TRAV,120289,2025-04-30,RSR6418936,Renewal,12405.79,0.1138,1411.78,2025-05-15,False
ALLS,120189,2025-04-30,GDM0136710,Renewal,1344.52,0.1416,190.38,2025-05-15,False
PRGS,120064,2025-04-30,CNS0195902,Renewal,1058.68,0.1298,137.42,2025-05-15,False
LIBM,120037,2025-04-30,ABR1828525,New,4000.0,0.06,240.0,2025-05-15,False
LIBM,120180,2025-04-30,ZKH7230056,Renewal,1044.39,0.067,69.97,2025-05-15,False
HART,120215,2025-04-30,NXD4154485,New,654.75,0.1181,77.33,2025-05-15,False
TRAV,120261,2025-04-30,KKH6104787,Renewal,2143.53,0.0796,170.62,2025-05-15,False
FARM,120280,2025-04-30,FLY6689900,Renewal,597.79,0.1635,97.74,2025-05-15,False
ALLS,120132,2025-04-30,RFY8843628,Renewal,3411.77,0.2,682.35,2025-05-15,False
CHUB,120043,2025-04-30,XXS3004090,Renewal,487.88,0.1172,57.18,2025-05-15,False
PRGS,120246,2025-04-30,HAR1226146,Renewal,2041.71,0.1289,263.18,2025-05-15,False
CHUB,120224,2025-04-30,WYP4327604,New,1219.94,0.06,73.2,2025-05-15,False
CHUB,120221,2025-04-30,YZG5590549,Renewal,2429.85,0.1999,485.73,2025-05-15,False
GEIC,120270,2025-04-30,ATT0013289,Renewal,1550.6,0.188,291.51,2025-05-15,False
GEIC,120010,2025-04-30,PVX6752232,Renewal,2075.16,0.1763,365.85,2025-05-15,False
AMFA,120194,2025-04-30,CTB0802287,Renewal,5229.27,0.1052,550.12,2025-05-15,False
PRGS,120246,2025-04-30,CKD2998010,New,1034.25,0.0897,92.77,2025-05-15,False
GEIC,120169,2025-04-30,FNZ4555883,Renewal,5921.46,0.1402,830.19,2025-05-15,False
ALLS,120242,2025-06-30,BXN5560827,Reinstate,0.0,0.1035,0.0,2025-07-15,False
PRGS,120192,2025-04-30,SND6536632,New,1934.94,0.1221,236.26,2025-05-15,False
CHUB,120237,2025-04-30,ZPT4574386,New,1344.39,0.1181,158.77,2025-05-15,False
NATI,120228,2025-04-30,VWV4514202,Renewal,2075.25,0.1502,311.7,2025-05-15,False
PRGS,120199,2025-04-30,LVH4963119,New,1295.3,0.14,181.34,2025-05-15,False
NATI,120171,2025-06-30,EBC6501641,Cancel,-0.0,0.1318,-0.0,2025-07-15,False
CHUB,120153,2025-04-30,EPL3125172,Renewal,1096.35,0.1035,113.47,2025-05-15,False
GEIC,120114,2025-04-30,CGJ2045035,Renewal,1382.12,0.1283,177.33,2025-05-15,False
TRAV,120224,2025-04-30,XTU0979581,Renewal,5669.56,0.179,1014.85,2025-05-15,False
NATI,120199,2025-06-30,VAG6357407,Endorsement,-64.13,0.0991,-6.36,2025-07-15,True
ALLS,120044,2025-04-30,AMD3364997,Renewal,3730.4,0.0993,370.43,2025-05-15,False
HART,120023,2026-01-31,RCP4033838,Cancel,-0.0,0.1333,-0.0,2026-02-15,False
AMFA,120191,2025-04-30,UNP4716631,New,530.52,0.0645,34.22,2025-05-15,False
PRGS,120286,2025-04-30,LJN3354155,Renewal,8315.2,0.1202,999.49,2025-05-15,False
PRGS,120204,2025-04-30,MCM8731118,Renewal,3644.42,0.1149,418.74,2025-05-15,False
PRGS,120204,2026-06-30,MCM8731118,Audit,368.1,0.1149,42.29,2026-07-15,False
AMFA,120097,2025-04-30,HML8397519,Renewal,11458.35,0.1265,1449.48,2025-05-15,False
CHUB,120222,2025-04-30,CGS7277439,New,1442.56,0.1219,175.85,2025-05-15,False
GEIC,120052,2025-04-30,SXY1984372,Endorsement,46.81,0.103,4.82,2025-05-15,False
TRAV,120279,2025-04-30,KRN0703734,New,1130.74,0.1097,124.04,2025-05-15,False
ALLS,120166,2025-04-30,NSE2172826,Renewal,4335.1,0.1488,645.06,2025-05-15,False
NATI,120140,2025-04-30,CFW0651119,Renewal,2046.46,0.1044,213.65,2025-05-15,False
TRAV,120071,2025-04-30,DFW9427110,New,883.07,0.0739,65.26,2025-05-15,False
PRGS,120213,2026-03-31,SKS7327646,Endorsement,-13.69,0.1196,-1.64,2026-04-15,True
TRAV,120288,2025-04-30,BHN2710517,New,1861.96,0.1104,205.56,2025-05-15,False
FARM,120018,2025-04-30,ECF5603714,New,2218.43,0.1035,229.61,2025-05-15,False
TRAV,120168,2025-04-30,XAL8353277,New,839.42,0.106,88.98,2025-05-15,False
TRAV,120135,2025-04-30,NWX8792806,Renewal,943.28,0.128,120.74,2025-05-15,False
TRAV,120296,2025-05-31,DHD3190169,Endorsement,-14.78,0.1296,-1.92,2025-06-15,True
FARM,120004,2025-04-30,WHC3864021,Renewal,2657.22,0.1781,473.25,2025-05-15,False
AMFA,120224,2025-04-30,FSN9921338,Renewal,1428.03,0.1428,203.92,2025-05-15,False
TRAV,120292,2025-04-30,JJC7897562,New,2084.65,0.1024,213.47,2025-05-15,False
HART,120170,2025-04-30,KRE3368551,Renewal,6446.51,0.1153,743.28,2025-05-15,False
HART,120247,2025-04-30,DKT3266705,New,1881.29,0.0963,181.17,2025-05-15,False
ALLS,120120,2025-04-30,BXF1425629,New,2477.75,0.0985,244.06,2025-05-15,False
ALLS,120047,2025-04-30,TWD2745833,New,1285.66,0.1008,129.59,2025-05-15,False
LIBM,120138,2025-04-30,PHZ3554362,Renewal,1402.85,0.1288,180.69,2025-05-15,False
NATI,120120,2025-04-30,RSU4979202,Renewal,1618.66,0.1317,213.18,2025-05-15,False
PRGS,120173,2025-04-30,GGY4464039,New,2601.74,0.0974,253.41,2025-05-15,False
LIBM,120037,2025-04-30,VZF5646381,New,1234.26,0.14,172.8,2025-05-15,False
NATI,120239,2025-04-30,EWW4066133,New,1084.88,0.0842,91.35,2025-05-15,False
LIBM,120276,2025-08-31,DZA4911594,Endorsement,-7.92,0.1084,-0.86,2025-09-15,True
CHUB,120078,2026-02-28,BHB9606177,Endorsement,14.38,0.1385,1.99,2026-03-15,False
TRAV,120188,2025-04-30,FVT9989085,New,800.86,0.1073,85.93,2025-05-15,False
PRGS,120288,2025-04-30,LNN5664883,Renewal,1339.32,0.1387,185.76,2025-05-15,False
NATI,120265,2025-04-30,UUG8558345,Renewal,5207.97,0.1295,674.43,2025-05-15,False
AMFA,120097,2025-04-30,EBS2411911,Renewal,3946.43,0.1654,652.74,2025-05-15,False
TRAV,120235,2025-04-30,CUX3573457,Renewal,893.93,0.1615,144.37,2025-05-15,False
GEIC,120015,2026-01-31,VUU7587901,Cancel,-0.0,0.1514,-0.0,2026-02-15,False
GEIC,120037,2025-04-30,LMW8077674,New,1609.28,0.1198,192.79,2025-05-15,False
FARM,120222,2025-04-30,CYA8701560,Renewal,25000.0,0.1152,2880.0,2025-05-15,False
CHUB,120156,2025-04-30,SWC8006910,Cancel,-0.0,0.1713,-0.0,2025-05-15,False
AMFA,120096,2026-02-28,YJE6544704,Endorsement,-51.89,0.1186,-6.15,2026-03-15,True
TRAV,120047,2025-06-30,XHK3245863,Reinstate,0.0,0.1657,0.0,2025-07-15,False
TRAV,120053,2025-04-30,MGR2716129,Renewal,2000.0,0.0891,178.2,2025-05-15,False
GEIC,120126,2025-04-30,HYK0789273,New,916.35,0.06,54.98,2025-05-15,False
GEIC,120291,2025-04-30,NKF3838599,Renewal,1513.7,0.1462,221.3,2025-05-15,False
GEIC,120291,2026-06-30,NKF3838599,Audit,108.23,0.1462,15.82,2026-07-15,False
CHUB,120212,2025-04-30,TXB9168484,Renewal,2821.91,0.1542,435.14,2025-05-15,False
ALLS,120181,2025-04-30,HXV7897828,Renewal,8826.27,0.1882,1661.1,2025-05-15,False
PRGS,120238,2025-04-30,MUY0561763,Renewal,20862.73,0.1238,2582.81,2025-05-15,False
LIBM,120006,2025-04-30,KZJ6499323,Renewal,2000.0,0.112,224.0,2025-05-15,False
HART,120235,2025-04-30,YVR4749951,New,2326.4,0.1201,279.4,2025-05-15,False
ALLS,120154,2025-04-30,ZHE7244927,Renewal,1528.72,0.1519,232.21,2025-05-15,False
TRAV,120097,2025-04-30,NBF5998040,Renewal,3646.39,0.1349,491.9,2025-05-15,False
FARM,120060,2025-04-30,XJH0685783,Renewal,1999.23,0.1318,263.5,2025-05-15,False
LIBM,120086,2025-04-30,PUM1235071,Renewal,2737.01,0.1669,456.81,2025-05-15,False
PRGS,120174,2025-04-30,CZS0591306,Renewal,4732.58,0.1261,596.78,2025-05-15,False
PRGS,120012,2025-04-30,YPX9151421,Renewal,1345.27,0.1112,149.59,2025-05-15,False
NATI,120004,2025-05-31,JNY3840488,Cancel,-0.0,0.2,-0.0,2025-06-15,False
HART,120127,2025-04-30,WMN1940562,New,3070.69,0.134,411.47,2025-05-15,False
GEIC,120107,2025-04-30,ZMY2054476,Renewal,1021.0,0.1467,149.78,2025-05-15,False
LIBM,120093,2025-04-30,KZC7579796,Renewal,1390.69,0.1484,206.38,2025-05-15,False
HART,120041,2025-11-30,NMY4227655,Endorsement,-26.2,0.1358,-3.56,2025-12-15,True
LIBM,120233,2025-04-30,YVA8014489,Renewal,889.44,0.1073,95.44,2025-05-15,False
TRAV,120119,2025-04-30,KJT7168178,Renewal,738.14,0.1302,96.11,2025-05-15,False
AMFA,120239,2025-04-30,BCL7347665,Renewal,217.18,0.1026,22.28,2025-05-15,False
HART,120053,2025-04-30,FNY2864108,Renewal,1727.53,0.1336,230.8,2025-05-15,False
TRAV,120230,2025-04-30,LVL5260459,New,929.75,0.1086,100.97,2025-05-15,False
ALLS,120177,2025-04-30,UNZ1402332,Renewal,1630.39,0.1178,192.06,2025-05-15,False
HART,120105,2025-04-30,XTT3355983,Renewal,6843.99,0.1418,970.48,2025-05-15,False
LIBM,120171,2025-04-30,UKY2936300,New,1966.04,0.06,117.96,2025-05-15,False
FARM,120222,2025-04-30,CGU3931872,Renewal,898.77,0.08,71.9,2025-05-15,False
CHUB,120197,2025-04-30,WZY8211494,Renewal,1576.08,0.124,195.43,2025-05-15,False
PRGS,120267,2025-04-30,YAH8448030,New,3424.78,0.1178,403.44,2025-05-15,False
PRGS,120048,2025-08-31,YWF3141636,Endorsement,-4.62,0.1399,-0.65,2025-09-15,True
PRGS,120185,2025-04-30,ZKT2181626,Renewal,5381.25,0.0902,485.39,2025-05-15,False
ALLS,120286,2025-11-30,JHM8429907,Endorsement,11.05,0.1097,1.21,2025-12-15,False
CHUB,120123,2025-04-30,BSX0781825,Renewal,2176.59,0.1173,255.31,2025-05-15,False
LIBM,120246,2025-04-30,GDV0426384,Renewal,6589.0,0.1261,830.87,2025-05-15,False
TRAV,120266,2025-04-30,HMB4646110,New,2382.33,0.1182,281.59,2025-05-15,False
HART,120109,2025-04-30,XJJ4968708,Renewal,7373.1,0.1897,1398.68,2025-05-15,False
FARM,120270,2025-04-30,UKA7543803,Renewal,1158.09,0.1296,150.09,2025-05-15,False
FARM,120052,2025-04-30,ARG7946609,Renewal,1624.78,0.119,193.35,2025-05-15,False
CHUB,120035,2025-04-30,WYD9474203,Renewal,966.83,0.1428,138.06,2025-05-15,False
GEIC,120177,2025-04-30,SHB9171528,Renewal,1735.2,0.1212,210.31,2025-05-15,False
PRGS,120097,2025-04-30,FFK4015155,Renewal,12238.04,0.1622,1985.01,2025-05-15,False
TRAV,120153,2025-04-30,EBK7594489,Renewal,692.0,0.065,44.98,2025-05-15,False
FARM,120178,2025-04-30,BRN2659513,Renewal,7607.27,0.1751,1332.03,2025-05-15,False
PRGS,120044,2026-01-31,RJE9534969,Cancel,-0.0,0.138,-0.0,2026-02-15,False
LIBM,120048,2025-04-30,NYZ7651311,Renewal,1245.48,0.1061,132.15,2025-05-15,False
AMFA,120109,2025-04-30,MWD3144363,Renewal,1053.76,0.1799,189.57,2025-05-15,False
HART,120234,2025-04-30,VUE9109208,Renewal,4152.61,0.2,830.52,2025-05-15,False
GEIC,120286,2025-04-30,GPM7865325,Cancel,-0.0,0.1862,-0.0,2025-05-15,False
GEIC,120061,2025-04-30,KBK7630515,Renewal,2350.1,0.0969,227.72,2025-05-15,False
TRAV,120015,2025-04-30,MHF1217598,Renewal,999.49,0.1221,122.04,2025-05-15,False
FARM,120289,2025-04-30,WWZ4965145,Renewal,2276.45,0.1096,249.5,2025-05-15,False
NATI,120035,2025-04-30,GNH1109595,New,2808.71,0.1313,368.78,2025-05-15,False
ALLS,120177,2025-06-30,BCZ5624394,Reinstate,0.0,0.1368,0.0,2025-07-15,False
PRGS,120259,2025-04-30,XBD6733675,Renewal,2000.0,0.1144,228.8,2025-05-15,False
NATI,120032,2025-04-30,PHJ7277168,Endorsement,-17.29,0.1464,-2.53,2025-05-15,True
AMFA,120046,2025-04-30,RYN1618980,New,3372.15,0.0804,271.12,2025-05-15,False
ALLS,120104,2025-04-30,GVS8183218,Renewal,2569.51,0.121,310.91,2025-05-15,False
ALLS,120241,2025-04-30,MCP6044853,Renewal,1897.85,0.1523,289.04,2025-05-15,False
ALLS,120070,2025-04-30,MED2997944,Renewal,1575.88,0.1077,169.72,2025-05-15,False
CHUB,120000,2025-04-30,CCW4624606,New,1689.47,0.1277,215.75,2025-05-15,False
HART,120111,2025-04-30,RMA7699049,Renewal,22263.5,0.1146,2551.4,2025-05-15,False
PRGS,120272,2025-04-30,FBV8076213,Renewal,9786.42,0.1928,1886.82,2025-05-15,False
ALLS,120170,2025-04-30,YJX0056007,New,972.67,0.06,58.36,2025-05-15,False
ALLS,120266,2025-04-30,SXW6749167,Renewal,2956.86,0.1342,396.81,2025-05-15,False
PRGS,120189,2025-04-30,CCF5720260,Renewal,2032.73,0.1314,267.1,2025-05-15,False
GEIC,120048,2025-04-30,TFU0395558,Renewal,2610.74,0.1481,386.65,2025-05-15,False
PRGS,120012,2025-04-30,TYY9759177,Renewal,1169.11,0.1332,155.73,2025-05-15,False
AMFA,120210,2025-04-30,LJD4995183,New,2087.22,0.0704,146.94,2025-05-15,False
PRGS,120254,2025-04-30,TRM6426767,New,456.7,0.1291,58.96,2025-05-15,False
HART,120022,2025-04-30,ZDS6631515,Renewal,1199.58,0.1407,168.78,2025-05-15,False
GEIC,120149,2025-04-30,VXJ7970625,Renewal,3182.34,0.1395,443.94,2025-05-15,False
TRAV,120088,2025-04-30,FVJ3820631,Endorsement,-18.12,0.1198,-2.17,2025-05-15,True
AMFA,120255,2025-06-30,FBB9869962,Endorsement,-56.46,0.1313,-7.41,2025-07-15,True
ALLS,120139,2025-04-30,MBS6141431,New,2419.71,0.1127,272.7,2025-05-15,False
AMFA,120228,2025-04-30,LUS3274753,New,1627.66,0.0636,103.52,2025-05-15,False
ALLS,120197,2025-04-30,BLK4198906,Cancel,-0.0,0.1525,-0.0,2025-05-15,False
FARM,120283,2025-07-31,JTZ4170123,Cancel,-0.0,0.1001,-0.0,2025-08-15,False
GEIC,120183,2025-04-30,HVX1522801,Renewal,1006.07,0.1397,140.55,2025-05-15,False
ALLS,120031,2025-04-30,RXH2999731,Renewal,2349.2,0.1666,391.38,2025-05-15,False
GEIC,120005,2025-04-30,LZE6429553,New,3097.14,0.0861,266.66,2025-05-15,False
CHUB,120114,2025-04-30,TTV5810287,New,2314.22,0.1126,260.58,2025-05-15,False
ALLS,120131,2025-04-30,FTW2803164,New,1026.34,0.0881,90.42,2025-05-15,False
LIBM,120217,2025-04-30,YYH0587170,Renewal,1339.94,0.0798,106.93,2025-05-15,False
AMFA,120258,2025-04-30,DYG4041262,Renewal,457.78,0.1152,52.74,2025-05-15,False
TRAV,120157,2025-04-30,GFY0298500,New,523.12,0.079,41.33,2025-05-15,False
HART,120261,2025-04-30,BJY7274781,Renewal,7236.08,0.1513,1094.82,2025-05-15,False
HART,120261,2026-04-30,BJY7274781,Audit,708.13,0.1513,107.14,2026-05-15,False
TRAV,120017,2025-04-30,FJY4144019,Renewal,2271.2,0.1313,298.21,2025-05-15,False
GEIC,120075,2025-04-30,JGD3594767,Renewal,430.64,0.123,52.97,2025-05-15,False
GEIC,120093,2025-04-30,PYG9279547,Endorsement,62.62,0.1227,7.68,2025-05-15,False
LIBM,120128,2025-04-30,TWS6814567,New,2573.33,0.0831,213.84,2025-05-15,False
HART,120201,2025-04-30,NSA9741408,Renewal,642.68,0.0972,62.47,2025-05-15,False
LIBM,120083,2025-04-30,GVA8150559,New,1600.93,0.0832,133.2,2025-05-15,False
CHUB,120138,2025-04-30,TZC1386203,Renewal,4056.69,0.1425,578.08,2025-05-15,False
TRAV,120203,2025-04-30,SDB9618813,Renewal,7000.0,0.1121,784.7,2025-05-15,False
ALLS,120292,2025-04-30,XFW2384792,Renewal,971.59,0.1405,136.51,2025-05-15,False
ALLS,120132,2025-04-30,ULH7224250,Renewal,1940.06,0.1168,226.6,2025-05-15,False
AMFA,120180,2025-04-30,KFM5577812,Renewal,2214.1,0.1513,334.99,2025-05-15,False
TRAV,120212,2025-04-30,TXY8661131,Renewal,5057.92,0.0942,476.46,2025-05-15,False
ALLS,120266,2025-04-30,XPJ5132545,Renewal,2518.87,0.1492,375.82,2025-05-15,False
FARM,120290,2025-04-30,ZRN9963013,Renewal,1427.33,0.107,152.72,2025-05-15,False
PRGS,120011,2025-04-30,LFP9556675,New,1202.21,0.0869,104.47,2025-05-15,False
HART,120070,2025-04-30,JGS9986022,Renewal,3340.75,0.1582,528.51,2025-05-15,False
CHUB,120088,2026-03-31,NYE1935135,Endorsement,-6.65,0.1074,-0.71,2026-04-15,True
FARM,120094,2025-04-30,NVW1628424,Renewal,986.94,0.1569,154.85,2025-05-15,False
TRAV,120167,2025-04-30,LCX9599702,Renewal,1545.1,0.1001,154.66,2025-05-15,False
TRAV,120016,2025-04-30,BRJ1053478,Renewal,1456.46,0.1291,188.03,2025-05-15,False
GEIC,120033,2025-04-30,CTK2330756,New,1407.02,0.1146,161.24,2025-05-15,False
AMFA,120293,2025-06-30,MLL5538080,Endorsement,46.72,0.141,6.59,2025-07-15,False
ALLS,120081,2025-04-30,LGB1859594,Renewal,1280.99,0.1377,176.39,2025-05-15,False
PRGS,120084,2025-04-30,BYK1120423,New,1516.84,0.0995,150.93,2025-05-15,False
CHUB,120094,2025-04-30,YRS6070897,Renewal,2306.62,0.2,461.32,2025-05-15,False
PRGS,120247,2025-12-31,SFZ0647004,Endorsement,-41.24,0.0863,-3.56,2026-01-15,True
LIBM,120244,2025-04-30,BCB5477841,Renewal,4086.54,0.0786,321.2,2025-05-15,False
NATI,120134,2025-04-30,GRK6215232,Renewal,1880.03,0.1696,318.85,2025-05-15,False
CHUB,120093,2025-04-30,YST5812958,New,3142.81,0.1129,354.82,2025-05-15,False
HART,120264,2025-04-30,AHV4542694,Renewal,3426.39,0.1354,463.93,2025-05-15,False
PRGS,120106,2025-04-30,ATU1662356,Renewal,4786.39,0.117,560.01,2025-05-15,False
ALLS,120154,2025-04-30,WHB5995719,Renewal,6279.48,0.1688,1059.98,2025-05-15,False
NATI,120280,2025-04-30,XNA6294048,Renewal,2511.71,0.1622,407.4,2025-05-15,False
TRAV,120141,2025-04-30,NYD2760068,New,2308.21,0.0899,207.51,2025-05-15,False
ALLS,120152,2025-04-30,PSF8486439,Renewal,2147.56,0.1394,299.37,2025-05-15,False
CHUB,120149,2025-04-30,FNV8822315,New,807.8,0.0773,62.44,2025-05-15,False
FARM,120038,2025-04-30,UVX6689205,Renewal,3152.58,0.1331,419.61,2025-05-15,False
LIBM,120041,2025-04-30,LML0376083,New,4000.0,0.0809,323.6,2025-05-15,False
TRAV,120203,2025-04-30,VHA3024753,Renewal,15334.37,0.1055,1617.78,2025-05-15,False
LIBM,120095,2025-04-30,VKV3416272,Renewal,1587.88,0.1334,211.82,2025-05-15,False
GEIC,120183,2025-04-30,TFF4433518,Renewal,2390.75,0.1689,403.8,2025-05-15,False
HART,120178,2025-04-30,CEG2622677,Renewal,559.22,0.1465,81.93,2025-05-15,False
GEIC,120254,2025-04-30,MVG3156676,Renewal,3368.76,0.1103,371.57,2025-05-15,False
GEIC,120099,2025-10-31,HZZ6571734,Endorsement,12.09,0.1083,1.31,2025-11-15,False
TRAV,120290,2025-04-30,ZNW9012637,New,2317.9,0.1108,256.82,2025-05-15,False
LIBM,120006,2025-04-30,VKJ2649042,New,1143.23,0.073,83.46,2025-05-15,False
NATI,120183,2025-04-30,FZD3702113,New,703.88,0.1176,82.78,2025-05-15,False
FARM,120089,2025-07-31,AYP3473787,Endorsement,-78.25,0.1469,-11.49,2025-08-15,True
TRAV,120059,2025-04-30,THK9159484,Renewal,1056.09,0.126,133.07,2025-05-15,False
CHUB,120178,2025-04-30,UNB9208903,New,2516.56,0.1139,286.64,2025-05-15,False
ALLS,120105,2025-04-30,YCU4610526,New,2765.42,0.0781,215.98,2025-05-15,False
PRGS,120083,2025-04-30,GSS4388252,Renewal,578.39,0.0949,54.89,2025-05-15,False
HART,120122,2025-04-30,JEU1836463,Renewal,4627.5,0.0888,410.92,2025-05-15,False
FARM,120051,2025-04-30,UCA0323842,New,1907.72,0.1156,220.53,2025-05-15,False
CHUB,120255,2025-04-30,GTK1454121,Renewal,500.0,0.1574,78.7,2025-05-15,False
HART,120155,2025-04-30,YCU7208047,Renewal,670.47,0.1457,97.69,2025-05-15,False
HART,120027,2025-04-30,MVL2981560,Renewal,688.51,0.1155,79.52,2025-05-15,False
PRGS,120180,2025-04-30,MEC3099491,Renewal,2705.75,0.0889,240.54,2025-05-15,False
GEIC,120252,2025-04-30,YZD6652067,New,1792.45,0.095,170.28,2025-05-15,False
GEIC,120098,2025-04-30,YPS8775318,Renewal,3500.89,0.1178,412.4,2025-05-15,False
HART,120268,2025-04-30,YDP3381256,Renewal,2123.42,0.1134,240.8,2025-05-15,False
GEIC,120028,2025-04-30,RJW6563895,Rewrite,30000.0,0.1576,4728.0,2025-05-15,False
CHUB,120215,2025-04-30,WSK3844736,Renewal,1171.67,0.0984,115.29,2025-05-15,False
CHUB,120133,2025-04-30,RVH5266686,New,1878.5,0.1071,201.19,2025-05-15,False
PRGS,120277,2025-04-30,JCT0023527,New,2268.62,0.0622,141.11,2025-05-15,False
ALLS,120004,2025-04-30,HXU1808130,Renewal,1500.0,0.1765,264.75,2025-05-15,False
PRGS,120191,2025-04-30,PJN5260603,New,1084.0,0.1178,127.7,2025-05-15,False
PRGS,120116,2025-04-30,YXN4400786,New,662.44,0.1026,67.97,2025-05-15,False
CHUB,120240,2025-04-30,BSX0434223,Renewal,1224.7,0.1421,174.03,2025-05-15,False
HART,120111,2025-04-30,MUJ9538642,Renewal,7186.1,0.0914,656.81,2025-05-15,False
HART,120258,2025-04-30,FRF4063075,New,723.61,0.1218,88.14,2025-05-15,False
CHUB,120287,2025-04-30,EXS2184512,New,1471.31,0.0863,126.97,2025-05-15,False
